	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_indistinctus	Alistipes_onderdonkii	Alistipes_putredinis	Alistipes_senegalensis	Alistipes_shahii	Anaerostipes_hadrus	Anaerotruncus_colihominis	Anaerotruncus_unclassified	Bacteroidales_bacterium_ph8	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_eggerthii	Bacteroides_faecis	Bacteroides_finegoldii	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_nordii	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_bifidum	Bifidobacterium_longum	Bilophila_unclassified	Bilophila_wadsworthia	Burkholderiales_bacterium_1_1_47	C2likevirus_unclassified	Clostridiales_bacterium_1_7_47FAA	Clostridium_asparagiforme	Clostridium_bartlettii	Clostridium_bolteae	Clostridium_citroniae	Clostridium_clostridioforme	Clostridium_hathewayi	Clostridium_leptum	Clostridium_symbiosum	Collinsella_aerofaciens	Coprococcus_catus	Coprococcus_comes	Desulfovibrio_desulfuricans	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Dorea_unclassified	Escherichia_coli	Escherichia_unclassified	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Flavonifractor_plautii	Haemophilus_parainfluenzae	Holdemania_filiformis	Holdemania_unclassified	Lachnospiraceae_bacterium_1_1_57FAA	Lachnospiraceae_bacterium_2_1_58FAA	Lachnospiraceae_bacterium_3_1_46FAA	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Lachnospiraceae_bacterium_5_1_63FAA	Lachnospiraceae_bacterium_7_1_58FAA	Lachnospiraceae_bacterium_8_1_57FAA	Odoribacter_splanchnicus	Oscillibacter_unclassified	Parabacteroides_distasonis	Parabacteroides_goldsteinii	Parabacteroides_merdae	Parabacteroides_unclassified	Parasutterella_excrementihominis	Peptostreptococcaceae_noname_unclassified	Prevotella_copri	Pseudoflavonifractor_capillosus	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_unclassified	Ruminococcaceae_bacterium_D16	Ruminococcus_bromii	Ruminococcus_callidus	Ruminococcus_gnavus	Ruminococcus_lactaris	Ruminococcus_obeum	Ruminococcus_torques	Streptococcus_parasanguinis	Streptococcus_salivarius	Streptococcus_thermophilus	Subdoligranulum_unclassified	Sutterella_wadsworthensis	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	Veillonella_unclassified
HSM6XRVA	648	75	0	207	0	0	58	3	0	0	0	1	0	0	0	0	0	0	2633	0	296	3489	0	0	1	0	0	0	0	2	24	0	28	0	1	0	0	6	0	0	3	21	0	0	0	1	1	34	0	22	0	0	0	14	3	6	365	0	0	1735	6	0	0	0	0	6	3	0	1	3	16	0	11	0	0	0	0	13	0	2	0	4	0	0	1	0	157	0	41	0	7	14	0	1	0	32	0	1	0	3	2
HSM6XRVC	181	54	0	177	0	0	51	1	0	0	0	0	0	0	0	0	0	0	2564	0	635	1682	0	0	1	0	0	0	0	0	9	0	7	0	1	0	0	1	0	0	0	21	0	0	0	1	0	39	0	7	0	0	0	11	3	2	444	1	0	3847	1	14	1	0	3	3	7	1	0	1	27	0	9	0	0	0	0	4	0	0	0	34	10	1	0	0	63	0	33	0	1	11	0	0	0	21	0	7	1	4	2
HSM6XRVC_TR	213	32	0	120	0	0	20	1	0	0	0	0	0	0	0	0	0	0	1521	0	228	1179	0	0	0	0	0	0	0	2	11	0	20	0	0	0	0	0	0	0	0	12	0	0	0	1	0	121	0	6	0	0	0	15	0	0	262	0	0	6077	1	7	0	0	1	2	5	0	1	2	0	0	4	0	0	0	0	9	0	0	0	17	7	0	1	0	51	0	20	0	1	1	0	0	0	16	0	3	0	2	2
HSM6XRVK	21	13	0	46	0	0	15	47	0	0	0	0	0	0	0	0	0	0	1395	0	432	369	0	0	0	0	0	0	0	18	2	0	10	2	1	0	1	56	0	0	0	10	0	0	0	11	0	517	0	63	0	0	0	117	56	9	863	0	0	4568	0	28	2	0	545	0	12	0	23	1	0	0	1	0	0	0	0	4	2	0	0	4	166	236	0	0	81	0	17	0	28	73	1	1	0	96	0	15	4	14	4
HSM7CYXE	0	0	0	0	0	0	0	0	0	0	0	1940	0	0	0	0	0	3	0	0	1021	3583	0	1810	490	210	0	7	0	3	0	0	0	0	0	2	0	3	0	0	0	0	1	0	0	2	0	37	0	5	0	3	4	53	0	0	8	0	0	234	12	0	0	0	0	0	4	2	1	5	0	0	43	0	0	0	172	0	2	0	0	0	257	7	0	0	0	0	0	7	1	7	0	0	0	15	0	2	3	35	5
HSM7CYXG	0	0	0	0	0	0	0	5	5	0	0	1705	0	0	0	0	0	0	0	0	884	2939	0	609	499	139	0	27	0	11	0	0	0	0	5	7	2	10	3	3	3	15	16	0	0	7	0	90	3	30	0	20	3	22	0	3	312	0	0	1343	94	1	0	0	0	0	14	5	6	25	3	0	1	0	0	0	529	0	0	0	0	0	18	149	0	0	0	0	1	124	8	84	0	1	0	172	0	0	0	41	4
HSM7CYXI	0	0	0	0	0	0	0	0	0	0	0	901	0	0	0	0	0	3	0	0	1099	4064	0	1595	1122	195	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	30	0	0	7	0	0	8	0	0	151	0	0	344	20	0	0	0	0	0	5	0	0	5	0	0	55	0	0	0	169	0	0	0	0	0	118	19	0	0	0	0	0	13	0	0	0	0	0	62	0	0	0	6	6
HSM7CYXO	0	0	0	0	0	0	0	0	0	0	0	890	0	0	0	0	0	0	1	0	1170	5043	0	1422	281	216	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	0	3	0	1	0	2	0	0	172	0	0	202	6	0	0	0	0	0	8	0	0	2	4	0	20	0	0	0	332	0	1	0	0	1	133	3	0	0	0	0	0	3	2	16	0	0	0	35	0	4	1	12	2
HSM7CYYF	0	0	0	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	1	0	2101	4703	0	3	923	0	0	2	0	43	0	0	0	0	3	0	1	11	2	14	7	0	21	16	0	10	0	0	11	12	2	250	0	0	0	0	381	0	0	0	21	1	0	0	0	9	0	9	1	2	0	0	0	0	0	1191	0	0	1	0	0	0	0	5	0	0	0	0	49	0	0	141	2	9	3	1	0	0	0	16	1
HSM7CYYH	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	891	1638	0	0	1781	0	0	0	0	19	0	0	0	0	0	0	4	6	0	0	0	0	0	10	0	15	0	0	10	4	31	409	0	0	0	0	1165	0	0	1	2	46	0	0	41	75	0	0	3	0	0	0	0	0	0	1833	0	0	34	0	0	0	0	418	0	0	0	0	997	0	0	355	8	4	0	0	0	8	4	113	15
HSM7CYYP	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1407	4952	0	0	1639	0	0	0	0	0	0	0	0	0	1	0	0	55	1	10	2	0	7	0	0	0	0	0	1	4	4	107	0	0	0	0	77	0	0	0	6	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1665	0	0	3	0	0	0	0	11	0	0	0	0	5	0	0	24	0	2	0	0	0	0	0	0	0
HSM7CYZJ	6	196	0	495	529	3	416	6	5	0	0	1569	247	396	0	0	0	610	0	0	155	870	104	289	1	38	0	0	0	8	19	3	12	0	0	0	11	1	0	0	38	22	4	3	1	1	0	56	3	12	0	10	5	41	2	0	700	924	0	996	1	1	0	0	0	0	38	0	3	3	0	133	11	92	0	424	0	15	0	0	0	9	48	8	0	0	64	5	3	27	1	109	0	0	0	197	0	0	0	0	0
HSM7CYZL	8	75	0	292	807	2	152	16	0	1	0	351	93	481	0	0	0	30	0	0	227	526	82	318	2	12	0	0	0	32	3	0	4	0	0	0	4	0	1	0	0	3	0	5	0	11	0	90	1	9	0	0	0	30	11	0	2245	1850	0	1103	0	1	0	0	3	1	73	0	2	3	0	77	20	41	0	460	0	9	0	1	0	24	60	22	0	0	105	3	12	78	4	58	0	0	0	64	0	0	0	0	0
HSM7CYZR	0	208	0	941	678	3	433	10	4	0	0	683	369	1116	0	0	0	41	0	0	121	377	73	377	2	20	0	0	0	59	8	1	17	0	0	0	0	0	0	0	0	0	0	49	1	25	0	61	12	9	0	10	0	242	22	0	981	748	0	824	0	2	0	0	0	0	54	0	1	2	0	239	20	138	0	645	0	10	0	0	0	15	24	14	0	0	95	6	0	4	34	52	0	0	0	122	0	0	0	0	0
HSM7CZ16	91	3	0	6	143	0	1	8	0	1	0	71	7	1	0	3	8	1	926	0	22	85	0	77	416	2	37	0	33	0	11	0	0	0	0	0	10	0	0	0	0	0	0	2	43	7	0	0	5	221	0	26	0	11	6	6	863	7	27	1102	0	75	0	0	5	0	2	0	5	0	10	0	4	0	0	50	29	0	25	5027	0	7	0	43	20	0	0	0	136	0	19	172	3	0	0	35	5	2	0	13	22
HSM7CZ18	327	28	9	38	581	0	29	3	5	0	6	267	4	31	0	28	39	1	1441	0	38	123	0	54	925	13	105	15	215	1	33	4	1	1	0	0	2	284	1	0	2	4	2	40	7	2	0	0	18	137	0	6	8	49	0	2	569	66	29	2395	1	5	3	0	0	0	43	0	2	1	16	113	12	0	0	315	0	2	0	1163	0	20	0	3	0	7	0	0	32	0	13	29	0	0	0	103	130	0	0	0	1
HSM7CZ1A	552	20	23	14	456	0	33	5	0	0	16	1010	37	259	0	22	107	42	925	0	153	107	5	83	1124	85	352	31	42	8	7	1	1	0	0	0	0	31	0	0	55	1	1	13	3	3	0	0	14	26	0	15	1	18	4	0	1355	1	5	970	1	25	0	1	0	0	3	0	3	2	19	110	9	0	0	412	0	0	0	884	0	1	1	1	1	0	0	0	10	0	69	115	2	0	0	165	134	1	0	0	1
HSM7CZ1C	0	75	0	137	1738	2	242	2	0	5	0	1514	0	27	0	0	38	1	12	0	66	73	9	1113	575	71	825	116	94	9	7	1	1	42	1	0	0	1	0	0	14	9	0	41	2	2	2	0	6	35	0	1	1	13	22	0	306	179	2	1136	0	0	0	1	0	0	1	0	1	4	0	356	2	0	0	536	52	0	0	5	0	1	0	1	3	0	140	4	6	0	55	44	0	0	0	180	37	0	0	0	0
HSM7CZ1E	25	4	0	5	45	0	1	1	0	0	1	66	0	8	0	13	60	5	572	0	40	64	0	31	360	19	52	2	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	8	0	0	0	0	1	0	99	0	0	473	0	34	0	0	0	0	0	0	0	0	0	0	3	0	0	119	0	0	0	7710	0	0	0	13	0	0	0	0	7	0	4	15	0	0	0	41	75	0	1	2	2
HSM7CZ1G	168	11	2	15	178	0	13	5	0	1	5	108	0	27	0	18	57	1	677	0	21	76	0	99	501	14	116	31	5	0	5	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	1	0	3	11	0	1	5	15	1	0	574	239	6	1166	1	15	0	1	0	0	32	0	3	1	5	19	19	0	0	128	0	0	0	5281	0	20	0	1	12	0	0	0	48	0	7	60	0	0	0	122	38	0	0	2	1
HSM7CZ24	295	62	0	178	886	0	129	0	0	1	0	209	0	48	0	192	0	0	0	0	245	3978	113	547	1013	0	0	17	0	42	0	0	2	0	0	0	0	1	0	0	0	92	0	14	0	0	4	101	9	36	0	12	2	0	4	0	372	116	86	325	3	7	0	0	0	2	1	0	1	2	0	49	1	0	7	455	0	8	3	1	0	12	0	0	0	9	0	0	3	67	27	61	0	5	0	134	0	0	1	6	4
HSM7CZ26	387	93	0	186	992	0	271	1	0	0	0	195	0	10	0	260	0	0	0	0	460	3520	137	1145	551	0	0	49	0	146	0	0	2	0	0	0	0	0	0	0	0	47	0	48	0	0	1	68	3	46	0	0	0	0	20	0	224	116	1	277	1	4	0	0	0	1	0	0	2	2	0	58	24	0	66	302	0	3	0	0	0	4	0	0	0	10	0	0	1	36	63	21	2	5	0	133	0	0	0	1	3
HSM7CZ28	666	77	0	200	1006	1	174	2	0	1	0	425	0	13	0	196	0	0	0	0	232	2737	122	302	1217	0	0	81	0	29	0	0	2	0	0	0	0	1	0	0	1	60	0	34	0	0	3	177	8	71	0	0	1	7	20	0	315	27	12	513	7	3	0	0	0	3	4	4	4	4	0	65	0	0	112	347	0	11	0	1	0	12	0	0	0	21	0	0	5	165	138	116	3	4	0	229	0	0	0	4	3
HSM7CZ2A	243	121	0	148	1673	1	164	0	0	0	0	282	0	18	0	213	0	0	0	0	265	2702	125	1169	899	0	0	93	0	25	0	0	2	0	0	0	0	1	0	0	0	61	0	34	0	0	2	79	2	12	0	0	0	0	7	0	108	144	2	158	3	0	0	0	0	0	0	2	1	3	17	99	0	0	374	321	0	6	0	1	0	0	0	0	2	27	0	0	2	147	49	92	0	2	0	96	0	0	0	1	0
HSM7CZ2E	22	110	0	195	1147	1	83	0	0	0	0	411	0	27	0	258	0	1	1	0	394	2056	182	1859	1110	7	0	18	0	10	0	0	3	0	0	0	0	1	0	0	0	47	0	18	0	0	3	97	1	4	0	3	0	4	2	0	278	193	8	218	5	0	0	0	1	1	0	0	0	4	0	149	0	0	171	367	74	11	0	0	0	3	22	2	6	5	185	0	2	81	16	29	0	0	0	93	0	0	0	0	0
HSM7CZ2H	21	188	0	227	1307	0	0	0	6	0	0	461	0	7	682	0	183	5	1	0	291	1291	45	334	753	7	0	0	56	15	104	2	0	0	0	4	6	9	0	0	3	47	3	57	0	49	1	0	11	88	0	339	0	127	30	0	817	0	59	593	26	2	6	0	59	1	0	8	0	24	0	0	58	0	0	462	0	0	0	0	1	0	4	0	2	134	464	0	0	0	27	73	4	8	11	392	0	0	0	1	0
HSM7J4G1	4	9	0	54	164	0	22	7	0	1	0	1971	10	457	0	0	0	3069	0	0	11	537	14	57	4	54	0	0	0	12	1	0	1	0	4	0	0	7	35	0	33	33	11	19	15	14	0	7	26	72	0	101	0	59	20	2	919	241	0	288	2	0	0	0	0	4	168	5	1	5	0	0	28	153	0	274	0	2	0	7	0	1	8	17	2	0	16	0	25	74	19	662	0	0	13	150	0	0	0	0	0
HSM7J4G8	0	62	0	230	807	1	125	0	0	0	0	195	79	576	0	0	0	30	0	0	94	951	69	320	2	5	0	0	0	5	6	0	10	0	0	0	0	0	0	0	0	1	0	1	0	1	0	42	4	5	0	4	1	112	0	0	952	3193	0	947	0	4	0	0	1	1	39	0	0	2	8	83	12	107	0	497	0	8	0	0	0	46	164	16	0	0	40	2	6	20	3	41	0	0	0	63	0	0	0	4	0
HSM7J4HA	187	31	20	24	434	0	15	0	0	2	15	248	15	191	0	109	41	1	1172	0	124	45	0	173	859	70	169	0	18	1	8	0	0	0	0	0	2	47	3	0	7	0	3	5	2	0	1	0	5	33	0	10	2	3	0	0	167	31	11	2481	3	8	0	0	0	0	14	0	0	2	7	58	7	0	0	385	0	0	1	2452	0	3	65	2	0	0	0	0	24	0	6	38	2	1	0	108	27	0	0	1	1
HSM7J4HC	507	32	6	17	686	0	27	3	0	1	9	362	0	220	0	131	137	1	2632	0	90	199	0	55	1226	41	433	1	16	1	10	1	0	0	0	0	0	1	0	0	1	0	0	5	1	3	0	0	7	23	0	3	0	0	4	0	166	1	0	469	2	3	0	0	0	0	1	0	1	0	4	95	9	0	0	430	0	0	0	1768	0	0	6	2	0	0	0	0	4	0	17	32	4	0	0	33	62	0	0	1	0
HSM7J4HE	36	6	0	3	137	0	5	5	0	0	1	116	0	40	0	34	68	0	679	0	37	144	0	83	551	13	84	0	3	0	3	0	0	0	0	0	0	34	0	0	0	0	0	2	0	1	1	0	17	57	0	0	1	7	0	1	205	3	0	517	1	4	0	0	0	0	1	0	1	0	4	0	5	0	0	285	0	0	3	6706	0	6	0	3	0	0	0	0	0	0	11	13	0	0	0	38	26	0	0	0	0
HSM7J4HG	144	2	4	0	360	0	6	4	0	0	4	131	0	55	0	28	60	3	1288	0	11	113	0	142	1143	1	48	1	51	0	15	1	0	0	0	0	14	120	0	0	0	18	0	10	1	3	3	0	12	37	0	61	5	15	1	1	315	67	3	2189	1	446	0	1	0	0	13	0	3	1	4	33	10	0	0	696	0	0	0	1654	0	36	0	2	0	0	0	0	48	0	34	34	4	0	0	105	88	14	8	192	80
HSM7J4HI	250	25	10	20	440	0	18	0	0	2	17	273	9	172	0	109	199	2	2006	0	108	192	1	125	932	53	225	0	11	1	18	2	0	0	0	0	0	1	0	0	0	0	0	6	0	0	3	0	5	16	0	1	2	10	0	1	388	123	5	1535	2	16	0	0	1	0	3	0	0	1	2	70	11	0	0	341	0	0	5	1906	0	3	58	7	5	0	0	0	32	0	11	31	0	0	0	126	50	0	0	0	0
HSM7J4HK	871	42	50	34	597	0	93	0	3	0	26	224	284	158	0	174	154	0	1826	0	320	466	0	73	1031	179	414	0	23	5	29	3	0	0	1	0	0	159	1	0	6	10	0	3	5	0	0	0	7	28	0	17	0	6	1	1	141	263	47	956	1	3	0	0	0	0	1	1	0	1	0	118	27	0	0	102	34	0	3	671	0	0	6	2	2	0	0	0	59	0	14	40	22	0	0	139	22	0	0	2	1
HSM7J4HW	120	163	0	353	1548	1	244	0	13	5	0	332	0	83	0	127	0	12	0	0	232	1420	174	1115	883	1	0	96	0	42	0	0	2	0	0	0	0	9	0	0	8	78	1	89	0	0	11	69	0	38	0	6	0	3	19	0	65	132	0	156	4	0	2	0	0	2	0	115	1	3	0	130	16	0	831	552	0	7	0	0	0	1	6	0	7	4	388	0	4	48	45	82	0	0	0	103	0	0	0	0	0
HSM7J4HY	14	22	0	163	551	0	28	0	0	0	0	606	0	19	0	400	0	0	0	0	374	3108	248	1900	1115	3	0	9	0	3	0	0	3	0	0	0	0	2	0	0	0	3	0	11	0	0	6	41	1	3	0	0	0	9	1	0	331	50	11	146	2	0	2	0	2	0	1	0	0	4	0	91	0	0	40	406	0	20	0	0	0	120	3	8	0	8	23	0	0	11	4	2	0	0	0	68	0	0	0	0	0
HSM7J4I3	0	0	0	41	0	0	0	0	0	2	0	1811	0	0	0	0	0	0	0	0	795	2664	0	1910	480	124	0	13	0	6	0	0	0	0	2	4	0	6	4	1	6	0	6	0	0	2	0	59	1	7	0	7	4	14	0	1	22	0	0	736	25	4	0	0	1	0	36	8	2	8	3	0	22	0	0	0	405	0	1	0	0	6	473	22	0	0	0	0	0	13	1	12	2	0	0	90	0	5	3	92	39
HSM7J4I5	15	205	0	468	1378	1	345	0	0	3	0	293	0	20	0	125	0	0	0	0	291	2158	65	1397	894	0	0	88	0	55	0	0	1	0	0	0	0	0	0	0	0	62	0	91	0	0	4	72	1	13	0	1	6	10	5	0	276	326	7	147	0	0	1	0	0	0	1	0	0	3	0	126	37	0	136	463	0	5	0	0	0	24	1	0	0	10	146	0	1	79	25	44	0	0	0	73	0	2	0	0	0
HSM7J4I7	42	103	0	365	2675	1	170	0	1	12	0	170	0	23	0	212	0	1	0	0	496	1318	112	836	779	0	0	66	0	3	0	0	0	0	0	0	0	0	0	0	0	197	0	17	0	0	8	160	0	17	0	1	0	0	10	0	52	126	17	289	0	0	0	0	0	2	1	0	0	1	10	109	11	0	253	456	130	3	1	0	0	3	1	4	0	3	271	0	7	192	45	66	0	0	0	147	0	0	0	0	0
HSM7J4I9	131	91	0	283	2613	0	272	1	1	28	0	182	0	26	0	256	0	0	0	0	328	695	163	753	459	0	0	103	0	24	0	0	1	0	0	0	0	1	0	0	1	146	0	62	0	0	16	138	1	31	0	0	1	5	22	0	145	64	21	395	1	0	1	0	0	0	0	0	2	1	6	101	11	0	537	680	129	6	0	0	0	1	4	2	3	1	515	0	2	240	41	53	0	0	0	205	0	0	0	0	0
HSM7J4IU	3	97	0	345	803	2	175	1	0	0	0	666	76	678	0	0	0	42	0	0	81	950	82	306	3	18	0	0	0	9	4	0	10	0	0	0	0	0	0	0	0	8	0	2	0	6	0	73	2	5	0	7	3	192	4	0	885	1199	0	1845	0	3	0	0	0	3	45	0	0	2	8	97	21	146	0	714	0	11	2	0	0	25	73	14	0	0	101	1	13	24	7	27	0	0	1	74	0	0	0	5	2
HSM7J4IW	8	99	0	421	939	1	184	3	0	1	0	206	209	560	0	0	0	10	0	0	225	497	72	569	2	18	0	0	0	17	2	0	6	0	0	0	0	0	0	0	0	0	0	3	0	2	0	49	3	7	0	10	2	112	3	0	1315	1830	0	1405	0	11	0	0	0	0	43	0	1	1	0	87	16	108	0	531	0	7	3	0	0	31	192	16	0	0	40	0	3	36	5	21	0	2	0	56	0	0	0	1	0
HSM7J4KC	3	5	0	2	97	0	12	0	0	0	6	97	0	24	0	21	94	65	468	0	56	120	0	27	379	21	72	0	5	1	2	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	2	6	0	65	2	26	0	0	165	6	2	685	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	96	0	0	0	7139	0	0	0	0	0	0	0	0	20	0	13	26	0	0	0	54	106	0	0	0	0
HSM7J4KG	92	12	0	5	777	0	12	0	0	1	8	132	1	29	0	28	176	0	1417	0	26	168	0	77	676	5	108	1	19	0	22	2	0	0	0	0	3	0	0	0	0	6	0	6	0	1	3	0	11	36	0	0	0	38	0	6	246	5	34	1212	1	81	0	1	0	0	0	0	0	1	14	81	7	0	0	228	0	0	0	3596	0	22	129	61	3	0	0	0	27	0	3	27	1	0	0	68	233	0	0	10	3
HSM7J4KI	1110	20	16	17	585	0	21	1	0	0	19	517	63	122	0	67	137	770	977	0	187	185	0	159	901	98	240	0	43	2	14	1	0	0	0	0	7	73	0	0	154	10	0	19	8	1	0	0	13	37	0	24	7	40	5	2	109	51	17	1845	0	15	1	0	0	0	6	13	1	1	0	74	12	0	0	574	0	0	1	36	0	3	18	7	4	0	0	2	110	0	29	81	26	11	0	142	137	0	0	0	0
HSM7J4KK	184	23	73	8	470	0	52	15	1	1	30	1362	12	147	0	44	107	1710	864	0	69	280	0	158	804	33	566	12	115	3	13	1	0	0	0	0	0	24	3	0	79	35	3	32	12	7	0	0	21	72	0	105	3	9	51	2	644	35	2	423	0	4	0	1	0	0	25	6	10	1	0	147	14	0	0	387	0	0	0	101	0	0	0	0	2	0	0	5	11	0	162	138	0	0	2	174	93	0	0	0	0
HSM7J4KM	0	1	0	0	142	0	9	1	0	0	0	461	2	61	0	36	103	25	812	0	17	70	0	49	560	2	101	14	54	1	2	0	0	0	0	0	9	14	2	0	1	0	1	14	12	4	0	0	16	40	0	87	0	1	6	19	643	1	1	2795	0	30	0	0	0	0	3	3	0	0	14	0	4	0	0	113	0	0	0	2554	0	6	0	279	0	0	0	0	102	0	71	204	3	0	0	269	148	1	1	4	4
HSM7J4KO	0	0	0	101	0	0	0	1	0	1	0	2082	0	0	0	0	0	1	1	0	561	3067	0	821	531	102	0	45	0	6	0	0	0	0	1	2	0	8	0	2	0	0	4	0	0	4	0	127	0	39	0	129	1	24	0	0	5	0	0	1186	8	15	0	0	2	0	51	1	2	5	3	0	29	0	0	0	340	0	5	0	0	3	307	17	0	0	0	0	1	23	3	30	0	0	0	47	0	5	5	39	207
HSM7J4KQ	0	36	0	247	0	0	0	1	0	0	0	1242	0	0	0	0	0	0	0	0	573	3579	0	1237	258	91	0	5	0	1	0	0	0	0	0	2	2	4	0	1	1	0	4	0	0	0	0	40	1	5	0	10	3	3	4	0	380	0	0	1693	4	0	2	0	1	0	24	9	1	4	0	0	12	0	0	0	145	0	1	0	0	9	254	24	0	0	0	0	0	7	5	7	0	0	0	56	0	4	0	6	0
HSM7J4LD	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2118	4979	0	0	881	0	0	0	0	7	0	0	0	79	2	0	0	15	2	10	3	0	4	6	0	4	0	0	5	6	0	81	6	0	0	0	624	0	0	1	48	0	0	0	0	3	0	4	0	3	0	0	0	0	0	998	0	0	0	1	0	0	31	2	0	0	0	0	30	0	0	33	0	0	0	0	0	0	0	8	0
HSM7J4LF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1889	3431	0	0	1878	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	2	1	0	0	0	0	0	0	3	428	0	0	0	0	85	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2248	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	4	0	0	0	0	0	0	0	2	1
HSM7J4LH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSM7J4LN	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	1064	2254	0	0	1519	0	0	0	0	10	0	0	0	0	0	0	3	35	1	2	12	0	8	11	0	0	0	0	1	5	1	68	0	0	0	0	2162	0	0	649	29	349	0	0	0	12	0	1	3	3	0	0	0	0	0	1462	0	0	0	0	0	0	26	0	15	0	0	0	37	0	0	176	8	0	0	29	0	0	0	12	0
HSM7J4NY	41	66	0	210	1085	1	388	2	0	0	0	240	0	38	0	195	0	29	0	0	284	1428	98	1227	1237	27	0	34	0	16	0	0	2	0	0	0	0	3	0	0	0	26	0	44	0	0	1	162	10	69	0	0	0	7	7	0	868	213	34	194	1	0	0	0	0	2	5	0	3	4	19	49	0	1	127	328	108	11	0	1	1	23	0	3	0	3	796	0	5	41	62	19	0	0	0	105	0	0	0	0	0
HSM7J4O1	18	84	0	213	1119	0	161	1	1	1	0	913	0	395	0	424	0	0	0	0	190	2267	251	802	630	0	0	46	0	19	0	0	3	0	6	5	0	13	0	1	0	110	0	22	0	0	4	38	2	6	0	2	0	0	11	0	204	96	38	371	14	0	3	0	0	4	0	0	1	16	2	140	29	0	358	332	0	35	0	0	0	0	0	0	1	32	218	0	10	71	21	34	0	0	0	209	0	0	0	0	0
HSM7J4O3	6	276	0	506	1494	1	392	0	2	0	0	590	0	175	0	113	0	5	0	0	235	1626	75	1157	697	2	0	71	0	94	0	0	1	0	0	0	0	0	0	0	5	136	0	64	0	0	1	64	1	20	0	2	0	4	6	0	66	67	0	146	3	0	3	0	0	0	0	1	0	2	0	187	12	0	459	479	0	6	0	0	0	2	0	0	0	2	426	0	1	14	69	98	0	0	0	137	0	0	0	0	0
HSM7J4O5	4	69	0	362	963	1	77	0	0	2	0	205	0	51	0	367	0	0	0	0	429	2770	197	1534	545	2	0	7	0	250	0	0	0	0	2	5	0	56	0	5	0	28	1	3	0	0	3	5	0	16	0	6	2	0	0	0	3	337	19	330	14	0	0	0	51	43	0	0	0	4	0	136	0	0	109	327	83	17	0	0	0	2	0	0	0	29	53	0	124	0	1	231	0	0	0	120	0	0	0	0	0
HSM7J4O7	0	89	0	236	888	1	189	7	0	1	0	530	0	78	0	108	0	0	0	0	184	2565	50	418	751	5	0	16	0	117	0	0	3	0	0	0	0	0	0	0	0	100	0	10	0	0	1	98	29	61	0	0	0	16	28	0	1039	167	10	338	4	0	1	0	0	12	6	0	4	2	0	58	1	0	198	280	0	13	0	0	0	95	0	1	0	15	464	2	34	0	172	324	0	0	0	179	0	0	0	0	1
HSM7J4O9	0	106	0	185	807	1	212	0	0	2	0	463	0	42	0	148	0	0	1	0	408	1675	114	1031	1057	6	0	70	0	53	0	0	2	0	0	0	0	1	0	0	0	62	0	40	0	1	1	129	9	44	0	0	0	7	22	0	504	413	24	585	6	0	1	0	0	6	3	0	0	6	0	79	0	0	96	419	0	16	0	0	0	21	0	0	0	22	582	2	4	0	76	163	0	0	0	269	0	0	0	0	0
