	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_indistinctus	Alistipes_onderdonkii	Alistipes_putredinis	Alistipes_shahii	Anaerostipes_hadrus	Anaerotruncus_colihominis	Anaerotruncus_unclassified	Bacteroidales_bacterium_ph8	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_faecis	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_bifidum	Bifidobacterium_longum	Bilophila_unclassified	Bilophila_wadsworthia	Burkholderiales_bacterium_1_1_47	C2likevirus_unclassified	Clostridiaceae_bacterium_JC118	Clostridiales_bacterium_1_7_47FAA	Clostridium_asparagiforme	Clostridium_bartlettii	Clostridium_bolteae	Clostridium_citroniae	Clostridium_clostridioforme	Clostridium_hathewayi	Clostridium_leptum	Clostridium_symbiosum	Collinsella_aerofaciens	Coprobacillus_unclassified	Coprococcus_catus	Coprococcus_comes	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Dorea_unclassified	Eggerthella_unclassified	Escherichia_coli	Escherichia_unclassified	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Flavonifractor_plautii	Haemophilus_parainfluenzae	Holdemania_filiformis	Holdemania_unclassified	Lachnospiraceae_bacterium_1_1_57FAA	Lachnospiraceae_bacterium_2_1_58FAA	Lachnospiraceae_bacterium_3_1_46FAA	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Lachnospiraceae_bacterium_5_1_63FAA	Lachnospiraceae_bacterium_7_1_58FAA	Lachnospiraceae_bacterium_8_1_57FAA	Odoribacter_splanchnicus	Oscillibacter_unclassified	Parabacteroides_distasonis	Parabacteroides_merdae	Parabacteroides_unclassified	Parasutterella_excrementihominis	Peptostreptococcaceae_noname_unclassified	Prevotella_copri	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_unclassified	Ruminococcaceae_bacterium_D16	Ruminococcus_bromii	Ruminococcus_gnavus	Ruminococcus_obeum	Ruminococcus_torques	Streptococcus_parasanguinis	Streptococcus_salivarius	Subdoligranulum_unclassified	Sutterella_wadsworthensis	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	Veillonella_unclassified
PSMB4MBS	0	98	34	124	562	43	0	17	0	23	0	0	2819	0	2078	0	279	0	0	673	2	58	136	7	0	30	1	0	5	0	0	0	0	0	84	0	0	11	0	9	2	0	4	118	0	15	17	0	0	1	2	0	0	4	22	0	0	1157	1	1	1	0	40	0	33	7	1	23	0	113	31	0	0	6	1	0	0	0	0	0	14	0	0	88	2	316	0	0	889	0	0	0	0	0
MSM5FZ9N_P	0	0	0	3	39	0	0	0	3	0	0	0	30	0	53	0	0	0	0	25	142	7	0	0	0	0	0	0	1	0	0	122	414	85	666	0	161	0	0	0	0	5	0	0	5	0	0	3	0	4	1	0	0	0	0	0	0	3604	207	759	0	0	0	258	0	0	0	0	10	0	0	18	0	4	3	0	370	0	0	0	4	0	0	220	0	46	10	1	23	0	75	3	667	1951
CSM5FZ3N_P	0	0	0	0	0	0	0	4	1	0	591	0	2	0	140	0	0	0	1296	5449	620	0	0	0	0	0	0	0	0	19	0	19	10	0	28	2	321	2	4	4	0	0	0	0	241	0	9	3	0	2	1	0	34	0	0	0	0	796	4	0	0	0	0	0	1	0	0	1	0	0	30	0	0	0	0	0	0	0	0	0	138	0	0	47	12	148	0	0	22	0	0	0	0	0
CSM5FZ3R_P	0	0	0	1	13	0	3	10	1	2	342	2	0	0	117	0	7	191	1917	5731	427	1	0	2	0	15	0	0	0	0	0	41	5	0	15	0	221	2	3	0	0	0	0	0	430	0	3	1	1	1	1	1	84	0	1	12	0	143	6	0	0	0	0	0	3	0	5	3	0	0	62	12	6	0	0	0	0	13	0	6	10	0	0	5	8	82	0	0	39	0	0	0	0	0
MSM5FZA2_P	468	0	0	0	0	0	4	38	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	154	77	108	0	448	171	0	525	0	4	0	0	701	34	0	0	11	82	0	685	15	0	405	0	0	0	125	51	73	40	1	0	0	0	8	0	45	0	467	0	0	0	0	0	0	0	4529	0	0	0	0	36	35	9	0	0	420	0	8	0	21	19
CSM5YRY7_P	110	0	0	0	0	0	0	0	1	0	687	0	0	0	1544	0	0	0	2418	4228	412	0	0	0	0	0	0	0	0	0	0	39	4	0	26	0	180	1	1	3	0	0	0	0	28	0	0	0	0	15	2	0	1	0	0	0	0	120	1	16	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	21	0	89	0	0	0	0	3	28	0	0	7	0	0	0	0	1
MSM5LLI2_P	2	0	0	40	608	0	0	0	0	68	161	660	0	76	803	0	231	5296	0	0	0	57	0	6	2	74	3	0	0	1	0	0	0	0	0	0	0	0	0	2	4	0	0	0	17	2	0	0	0	0	0	28	0	0	16	115	0	900	13	0	3	0	0	0	2	0	0	11	0	0	22	411	276	0	0	1	0	0	0	0	0	10	0	2	2	2	0	0	6	65	0	0	0	0
HSM5MEE5_P	31	0	0	0	3	0	0	0	0	0	2	0	0	318	0	0	820	2	1	48	2966	104	10	0	0	0	8	0	3	0	0	0	0	0	1	0	0	0	0	1	4	0	0	5	271	0	0	0	0	82	9	0	0	15	422	0	0	3199	8	29	1	0	0	0	0	0	0	0	0	0	0	1054	1	0	60	6	0	4	330	118	0	0	0	7	4	9	0	0	3	0	0	1	34	3
CSM5FZ3V_P	162	0	0	0	8	0	2	2	0	0	452	0	32	0	781	0	24	0	1651	5741	368	0	0	0	0	0	0	0	0	0	0	4	1	0	5	0	22	0	3	0	0	0	0	0	294	0	2	0	0	5	0	0	13	0	0	0	0	352	1	0	0	0	0	0	0	0	4	1	0	0	11	0	0	0	0	0	0	4	0	7	21	0	0	2	3	14	0	0	7	0	0	0	1	1
MSM633FF_P	0	0	0	0	0	0	0	0	0	13	0	0	7	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	20	0	0	0	27	23	0	210	168	1	0	0	175	71	0	5	0	58	33	1560	20	0	1478	0	0	265	44	21	210	120	0	0	0	0	3	0	8	0	1243	0	0	0	0	0	0	0	2744	571	0	0	0	0	63	29	0	0	795	0	0	0	1	8
ESM5GEYX_P	6	2	27	410	985	33	0	0	0	267	270	129	173	165	0	932	524	1	2	266	322	105	488	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	16	0	4	0	0	22	510	3	38	11	0	0	3	51	0	1	290	327	0	2131	0	33	1	0	8	0	3	0	0	1	1	80	5	68	0	128	0	0	0	4	28	17	97	0	0	0	9	3	27	28	717	136	30	3	54	0
HSM5FZBR_P	0	0	0	57	606	0	0	0	0	0	0	0	306	0	588	0	0	0	0	492	483	0	0	2	1	6	14	1	25	0	0	0	0	0	48	0	1	0	0	2	1	0	0	0	357	0	0	0	0	13	0	2	0	0	19	0	0	58	10	0	0	0	15	1	0	0	1	0	2	0	0	672	0	540	27	2	5627	0	5	0	0	0	0	1	0	10	0	1	3	0	0	0	0	0
MSM5LLI8_P	0	0	0	48	545	0	0	0	0	65	137	477	1	25	704	0	292	5767	0	1	1	69	0	10	2	65	2	0	0	0	0	0	0	0	2	0	0	0	1	1	2	0	0	0	20	0	0	0	0	5	2	0	0	0	66	137	0	607	20	0	1	0	0	0	0	0	0	13	0	0	13	573	244	0	0	0	17	0	0	0	0	11	0	7	1	2	0	0	9	34	0	0	0	0
CSM5FZ3X_P	0	0	0	0	3	0	0	0	0	0	0	0	0	29	3476	0	0	33	884	16	4197	86	0	0	0	0	0	0	0	1	0	0	0	0	46	0	315	0	0	0	1	0	0	0	2	0	19	0	0	640	0	2	9	0	68	0	0	71	2	0	0	0	0	0	28	0	4	0	0	0	0	1	21	0	0	0	0	8	7	3	0	0	0	0	0	0	0	0	28	0	0	0	0	0
MSM5LLGN_P	0	0	0	0	1906	0	21	0	0	0	737	0	0	0	0	0	1468	1292	309	859	582	0	0	0	0	0	15	4	0	10	1	3	4	0	199	1	1	4	3	1	0	0	0	0	0	0	1	0	0	0	0	191	0	0	47	6	0	433	0	0	8	0	0	5	1	0	0	19	0	0	79	0	1617	0	0	0	0	0	0	0	0	0	0	40	0	53	0	0	80	0	0	0	0	0
CSM5FZ3Z_P	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3967	0	0	0	1679	77	2276	159	0	0	0	0	0	0	0	0	0	5	12	0	268	0	633	1	0	0	2	0	0	0	507	0	6	0	0	241	1	0	0	0	48	0	0	0	22	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSM5MD7W_P	0	0	0	43	186	0	0	0	1	0	0	0	156	7	279	0	5	0	0	143	172	0	0	20	8	11	2	0	8	8	0	0	1	0	28	0	0	0	0	3	0	0	0	0	75	0	0	0	0	46	0	0	0	0	338	0	0	178	3	10	0	0	0	4	0	0	18	0	0	0	3	192	0	113	10	0	7852	0	3	0	1	0	0	17	0	25	0	2	3	0	6	3	11	8
MSM5LLIM_P	0	19	0	18	1437	0	12	1	0	0	209	144	128	0	391	0	905	37	551	156	1324	369	266	44	0	110	2	0	0	0	13	2	8	0	27	5	2	1	1	0	36	4	0	54	0	94	69	0	0	0	1	1	158	15	57	6	0	1826	16	0	12	0	0	0	0	0	3	5	11	152	232	25	507	162	0	0	0	0	0	0	2	2	0	0	228	76	0	0	66	0	0	0	0	0
CSM5MCVB_P	0	0	0	0	34	0	0	0	0	0	224	0	7997	0	0	0	10	0	6	11	25	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1312	65	3	0	0	4	0	1	25	0	0	0	0	0	62	0	0	0	0	0	0	1	0	13	7	0	0	0	0	10	3	0	0	0	2	0	0	0	0	0	183	0	0	0	0
MSM5LLI4_P	2	0	0	35	477	0	0	0	0	42	104	352	0	45	447	0	87	3925	0	10	3	12	0	31	15	64	4	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	34	1	0	0	0	13	0	40	0	0	91	131	0	3257	29	0	2	0	0	0	4	0	0	15	0	0	66	342	282	0	0	0	0	0	0	0	1	6	0	7	3	3	0	0	11	0	0	0	0	0
CSM5MCVD_P	288	6	0	0	33	6	1	9	0	1	595	0	1	0	458	0	7	537	1235	4267	858	0	0	0	0	0	2	0	0	3	0	16	4	0	76	0	123	1	2	7	0	0	0	0	516	0	8	1	2	2	4	0	41	0	0	0	0	156	10	0	2	0	0	0	2	0	2	9	0	0	64	111	15	0	0	0	269	71	0	20	0	0	0	20	14	86	0	0	37	0	0	0	0	0
CSM5FZ42_P	0	0	0	0	4	0	0	0	0	0	0	0	1	0	1399	0	1	1	872	1	4638	157	3	0	0	2	0	0	0	0	0	16	127	13	163	0	1577	14	0	0	26	7	0	0	475	0	66	0	0	0	1	7	30	0	299	0	0	9	26	0	0	0	0	0	17	0	4	0	0	0	0	0	0	1	0	0	0	37	0	0	0	0	0	0	1	3	0	0	3	0	0	0	0	0
MSM5LLE3_P	0	0	0	0	16	0	0	0	0	0	0	0	12	0	0	0	3	0	2	12	4	0	0	5	0	6	0	0	0	1	0	66	191	16	30	47	376	1	0	1125	0	12	0	0	0	0	0	0	13	273	10	5	0	0	20	0	0	23	117	19	0	0	0	230	0	0	24	0	248	0	730	0	3	2	0	0	0	881	4338	3	0	0	0	702	1	253	3	0	6	3	6	7	77	79
MSM5LLGR_P	0	3	0	20	3256	0	201	14	0	0	1031	0	119	0	0	0	455	814	177	791	298	6	0	0	0	0	96	30	0	0	4	8	5	3	239	4	3	6	47	5	0	2	0	3	0	0	10	0	2	96	2	6	25	0	284	16	0	545	0	0	6	0	0	4	6	3	7	59	0	0	183	0	531	0	0	2	0	0	0	3	1	0	3	24	13	203	0	0	326	0	0	0	0	0
HSM5MD8J_P	632	34	0	0	176	39	0	10	3	19	0	0	8	0	142	0	85	3766	447	331	100	0	0	0	0	0	21	2	1	0	0	7	3	0	215	1	0	4	4	36	0	0	0	0	0	2	21	0	0	1	2	0	0	0	0	0	0	198	27	0	12	0	0	0	13	2	0	29	0	0	67	886	131	0	0	0	1826	390	0	0	0	0	0	47	16	18	0	0	92	133	0	0	0	0
MSM5LLE9_P	0	0	0	0	0	0	0	0	0	0	0	0	38	6	0	0	0	19	2	10	0	0	0	0	0	0	0	0	0	0	0	0	52	0	2	0	263	2	0	141	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	6	31	0	0	0	0	7	0	0	7	0	529	0	14	0	1	0	0	0	0	31	6262	76	0	0	81	1653	0	392	0	0	15	0	0	0	337	13
CSM5MCVF_P	562	0	0	0	0	0	0	25	0	0	145	0	0	0	131	0	0	0	2154	5800	393	0	0	0	0	0	0	0	0	1	0	2	2	0	20	0	49	0	40	0	0	0	0	0	311	0	6	2	0	15	0	0	38	0	0	0	0	54	8	0	0	0	0	0	0	0	1	2	0	0	75	0	0	0	0	0	0	0	0	1	34	0	0	4	3	50	0	0	74	0	0	0	0	0
CSM5FZ44_P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2668	0	0	0	1892	29	3133	339	0	0	0	0	0	0	0	0	0	3	44	1	25	0	529	4	0	2	6	1	0	0	415	0	29	0	0	2	1	0	7	0	667	0	0	167	6	0	0	0	0	0	14	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	3	0	0	0	0	0	9	0	0	0	0
HSM5MD5H_P	0	0	0	258	1067	0	0	0	0	0	0	0	222	0	1222	0	0	4	0	473	241	0	0	1	0	0	32	2	70	0	0	0	6	0	95	0	3	0	0	30	0	0	0	0	507	0	0	0	0	43	21	0	0	0	9	0	0	254	39	1	0	0	0	0	0	0	0	5	0	0	15	380	0	412	46	0	4497	0	0	0	0	0	0	0	0	27	0	0	20	0	0	0	0	0
HSM5MD4W_P	31	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	2	9138	2	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	90	22	0	76	0	0	0	0	96	0	0	1	0	75	0	0	0	0	0	0	0	1	20	1	0	0	5	0	0	97	0	0	0	0	24	0	0	0	0	0	0	48	121	16	0	0	0	14	0	19	2	1	39	0	12	1	37	0
HSM5MD7Z_P	0	232	0	0	948	155	0	0	1	0	837	0	0	0	610	0	1092	0	0	1335	2845	61	0	0	0	9	9	3	5	1	0	0	0	0	3	0	0	0	0	5	0	0	0	5	53	1	0	1	0	23	0	0	0	1	25	0	0	996	1	40	0	0	0	0	1	0	0	7	0	218	5	130	61	62	0	0	0	90	4	0	0	0	0	10	2	9	0	0	79	10	1	0	11	0
MSM5LLGF_P	6	0	0	0	0	0	2	0	0	0	0	0	3386	0	0	0	0	0	5	1765	198	0	0	0	0	185	10	1	0	3	6	0	3	0	0	0	5	0	0	12	84	0	0	1	82	5	0	0	0	8	0	59	12	0	514	0	0	3220	7	7	3	1	0	0	0	0	3	0	0	0	29	0	0	0	0	0	2	0	298	31	0	0	0	0	12	5	0	0	28	0	0	0	1	2
CSM5MCWK_P	0	3	0	68	1215	0	0	2	0	0	516	1030	0	5	0	0	3	150	1117	886	2663	4	119	0	0	0	33	8	5	0	0	1	3	0	2	0	0	0	2	0	0	0	0	1	0	2	1	0	0	1	2	13	0	0	89	277	8	743	2	15	3	0	10	0	5	0	0	6	3	140	22	248	83	0	4	0	0	9	106	45	0	0	19	1	0	19	3	2	277	0	0	1	2	4
HSM5MD4P_P	0	17	0	0	193	27	1	0	0	0	1597	0	0	0	377	0	598	0	0	954	2351	23	0	0	0	9	1	0	9	0	0	0	0	0	0	0	0	0	0	0	2	0	5	20	100	4	2	0	0	0	0	89	0	3	339	15	0	2197	1	157	5	0	0	0	1	0	1	2	2	34	7	244	371	56	0	1	0	43	0	17	0	0	0	1	13	24	9	21	17	0	27	0	11	0
CSM5MCVZ_P	0	0	0	0	0	0	0	0	0	0	0	0	9124	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	4	0	2	1	0	0	97	0	169	0	0	37	0	0	0	0	0	0	0	0	2	0	0	71	0	0	0	0	0	1	0	0	16	0	1	0	0	19	0	11	1	194	35	0	0	0	54	0	0	113	0	1	0	1	0	1	7	5	0	0	27	0	0	0	0	1
HSM5MD3L_P	0	0	0	614	596	0	38	1	0	9	462	3	5	0	77	2	14	0	254	427	1394	242	0	0	0	88	136	48	540	1	0	7	1	0	154	3	0	11	25	5	0	0	4	246	456	74	5	0	0	39	0	0	0	8	789	2	0	1864	1	68	0	0	0	1	129	17	1	10	0	193	14	0	11	0	61	0	0	28	0	3	0	0	109	37	1	410	12	62	165	0	0	20	1	2
MSM5LLD6_P	0	0	0	34	412	0	3	0	0	66	237	108	0	21	623	0	174	4638	0	2	28	38	0	14	10	259	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	257	1	0	0	0	3	0	34	0	0	49	274	0	1992	15	0	4	0	0	0	2	0	14	16	0	0	0	378	259	0	0	0	0	0	0	0	0	9	0	2	4	0	0	0	8	0	0	0	0	0
CSM5MCV5_P	0	0	0	0	1283	0	0	0	0	0	170	0	1176	1	0	32	555	0	353	1758	708	0	0	39	14	71	0	0	1	0	0	0	1	0	0	0	0	0	0	47	10	0	0	20	35	3	20	8	0	1	0	95	0	0	280	0	166	1026	10	20	0	0	0	0	18	0	1	20	0	0	67	0	806	421	0	0	0	5	236	49	0	0	0	0	0	5	3	5	34	366	47	2	12	0
MSM5LLGJ_P	7	0	0	0	0	0	0	0	0	0	0	0	1005	0	0	0	0	0	56	1224	474	0	0	0	0	171	1	0	0	0	4	0	1	0	0	0	1	0	0	4	38	0	0	0	59	11	0	0	0	1	1	358	0	0	577	0	0	2966	3	30	1	1	0	0	0	0	0	0	1	0	31	0	0	0	0	1	0	0	2896	22	0	0	0	0	5	3	0	4	26	0	1	2	4	9
HSM5MD8F_P	0	0	0	0	0	0	11	4	0	0	0	0	379	0	0	421	594	537	0	42	944	80	0	0	0	138	33	9	35	0	3	5	12	0	30	2	1	35	732	16	0	0	0	1	0	32	4	0	0	413	0	77	0	0	116	3	0	2622	10	15	6	1	0	0	102	22	3	14	0	0	6	0	0	990	25	6	0	123	0	318	0	0	0	76	0	698	0	0	249	0	0	0	2	1
CSM5MCW4_P	0	0	0	0	0	0	0	0	0	0	0	0	9274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	51	0	107	0	0	44	0	0	0	0	0	0	0	0	13	0	0	112	0	0	0	0	0	0	0	0	11	1	0	0	0	28	0	4	0	105	20	0	0	0	19	0	0	109	0	11	0	1	0	5	34	20	0	0	31	0	0	0	0	0
CSM5MCXF_P	0	0	0	159	467	0	0	0	0	1	113	0	0	0	356	0	812	138	230	1722	903	1	0	0	5	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12	9	1	0	0	17	10	0	0	93	7	43	0	0	2246	0	0	1163	17	12	0	1	0	0	55	0	3	22	0	183	24	296	451	0	0	7	0	0	0	44	10	60	0	0	48	4	0	0	239	0	0	0	2	3
ESM5MEDP_P	41	462	0	94	618	232	0	0	0	0	244	0	12	47	2	0	156	5400	9	1097	1	56	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	15	2	0	3	0	2	0	0	0	0	60	0	9	510	1	0	0	0	1	0	0	0	0	3	0	66	53	0	408	0	10	0	0	9	61	1	0	4	0	0	1	2	0	0	288	0	6	0	8	1
ESM5MEB9_P	0	0	0	5	0	0	4	0	0	0	360	0	204	3	0	22	839	21	340	45	1603	53	0	27	37	78	14	0	0	0	0	0	0	0	15	0	0	0	12	8	22	0	1	33	0	57	54	0	0	185	18	0	21	3	129	0	11	1233	0	448	0	0	0	0	83	0	8	0	0	0	0	0	51	159	0	0	1909	0	0	197	0	0	0	0	158	1222	1	0	94	202	0	0	6	4
CSM5MCXZ_P	0	16	0	144	1968	0	0	0	0	0	146	869	0	2	0	0	3	94	589	1755	504	3	21	0	0	0	0	0	0	5	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	34	0	0	25	2095	1	460	0	38	0	0	9	0	6	0	0	6	4	169	14	499	117	0	0	0	0	12	8	0	0	0	36	0	5	9	7	1	317	0	0	0	0	1
CSM67U9V_P	0	46	9	863	870	0	0	0	1	384	522	0	120	6	517	0	475	0	255	2962	406	1065	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	7	25	0	0	0	0	38	11	84	0	0	28	0	1	470	5	0	0	0	0	0	6	0	5	1	0	353	60	10	0	81	0	0	0	39	6	7	0	0	0	0	13	7	0	0	231	0	0	0	0	1
CSM67UB5_P	0	4	0	17	674	247	0	0	0	0	512	1	4	0	0	841	268	3548	249	667	611	729	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	4	6	1	0	0	0	21	3	10	377	75	0	381	37	0	0	0	2	0	0	0	0	3	11	72	11	129	64	0	3	0	0	2	0	9	2	0	0	0	1	60	0	0	28	302	0	0	0	0
HSM67VCX_P	331	76	0	98	0	0	0	0	0	0	0	0	0	0	800	0	582	4844	195	723	0	285	0	0	0	0	0	0	15	0	0	0	0	0	269	0	1	0	0	2	0	0	0	12	34	0	0	0	0	0	2	0	0	0	18	0	0	11	0	0	0	0	0	0	2	0	0	2	1	0	7	0	0	1547	22	0	0	19	22	13	11	6	0	0	0	10	0	0	39	0	0	0	0	0
CSM67UB7_P	0	17	0	258	1115	347	8	0	0	0	296	5	0	0	0	950	92	1128	440	1515	996	559	0	0	0	0	42	10	5	0	0	0	2	0	3	1	0	0	0	0	3	0	0	19	0	0	1	1	0	0	0	30	31	5	333	73	0	298	28	0	0	0	0	0	0	1	0	5	7	213	34	455	138	10	4	3	0	13	0	8	0	0	0	0	4	6	0	0	76	413	0	0	0	0
CSM67UCU_P	0	101	5	1137	2554	264	1	0	0	0	0	0	679	0	191	0	18	0	39	2516	1199	40	0	2	3	11	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	34	5	12	0	1	190	35	8	497	5	0	0	0	0	0	2	0	0	10	0	0	7	315	0	13	11	0	1	0	0	4	1	0	0	0	1	2	0	0	81	0	0	0	0	0
CSM79HJ2_P	0	4	0	89	198	0	0	0	0	0	631	1	0	0	0	1	144	2365	267	426	2346	200	0	0	0	0	10	2	0	0	0	0	0	0	1	0	0	0	0	0	21	2	0	32	0	4	0	0	0	0	0	464	0	0	0	34	0	947	13	0	0	0	0	1	0	0	0	2	0	54	10	168	102	0	0	2	0	0	0	0	21	0	0	18	17	23	0	0	23	1356	0	0	0	1
CSM79HJ4_P	0	6	0	212	589	0	0	0	0	0	1725	1	1	0	0	0	489	1721	353	358	2043	186	0	0	0	0	73	20	0	1	0	1	1	0	16	7	4	0	0	3	3	0	0	28	0	2	0	0	0	0	0	6	0	0	5	16	0	20	45	0	0	1	0	0	0	0	0	15	8	44	40	975	411	17	1	0	0	0	0	0	1	0	0	16	1	69	0	0	69	396	0	0	0	0
PSM6XBRM_P	0	98	0	20	525	77	0	0	0	7	0	268	154	2310	1110	0	209	1	0	1965	1167	111	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	444	0	2	3	0	7	0	107	0	0	143	0	0	240	0	45	0	0	0	0	2	0	0	0	38	593	4	29	0	106	0	3	0	0	0	7	0	0	25	26	27	55	0	3	36	0	4	1	3	6
CSM79HG7_P	0	0	0	0	2304	689	10	0	0	0	0	362	28	0	424	0	51	0	221	1887	67	183	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	55	0	0	0	20	0	0	0	0	19	0	34	141	53	875	0	0	24	0	0	0	0	0	0	9	0	436	121	13	738	0	0	0	0	17	8	0	5	198	100	0	11	10	0	3	664	0	0	0	0	0
PSM6XBSC_P	0	0	0	0	183	33	1	0	0	1	44	0	65	118	0	1214	246	2733	1	656	456	2	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	69	0	9	47	0	0	0	0	17	2	7	428	0	209	1170	1	1	0	0	0	0	34	0	5	0	10	0	11	103	117	0	0	3	0	3	1633	96	0	0	0	0	6	11	0	0	12	0	0	0	1	2
CSM79HJ6_P	1784	0	82	1134	489	6	0	0	2	0	231	216	0	0	51	1637	77	0	486	0	1341	1	0	0	0	0	19	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11	0	2	0	4	0	0	0	76	2	1	471	16	0	468	0	0	2	0	8	0	271	0	0	7	0	0	12	2	0	41	18	0	0	8	42	8	171	0	0	0	4	3	0	0	710	0	0	0	0	0
PSM6XBVY_P	87	0	17	0	1347	115	0	1	2	133	228	0	0	0	18	0	488	2258	342	559	3	94	0	0	0	0	13	3	0	0	0	0	10	0	170	0	3	2	7	4	0	1	0	39	0	0	0	0	0	1	1	0	2	0	0	34	0	1197	3	227	0	0	0	0	12	0	0	5	9	252	0	788	148	492	3	0	0	0	0	0	8	0	595	12	61	14	0	68	71	0	16	0	7	29
PSM6XBTH_P	0	2	0	0	528	44	0	0	0	9	101	0	40	102	0	1179	627	1734	7	949	564	2	237	9	17	21	5	0	0	4	0	0	0	0	0	0	0	0	0	0	9	0	0	10	0	3	18	0	0	0	0	16	11	20	302	0	322	2006	1	0	0	0	0	0	41	0	6	1	0	0	24	433	259	0	0	0	0	9	208	63	0	0	0	0	12	3	0	0	40	0	0	0	0	0
MSM79HBX_P	184	0	0	0	26	14	1	0	0	47	90	59	10	0	6	0	281	1110	1141	76	317	0	9	0	0	280	5	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	2	1	1	18	3	0	0	0	1	33	14	0	0	14	0	812	0	1	0	0	12	0	3	1	3	2	11	0	16	4086	547	0	0	0	0	2	0	0	0	0	0	0	7	22	9	14	40	666	0	0	1	0
HSM7J4Q3_P	0	26	0	186	0	0	57	0	0	0	461	0	1417	0	10	0	1451	0	112	198	0	35	413	0	0	114	1	0	23	0	0	0	0	0	0	0	0	0	0	0	14	0	0	1	110	8	9	0	0	0	0	713	18	7	508	0	13	2388	0	40	0	0	0	0	8	0	7	0	0	90	7	1	938	0	3	8	0	7	449	4	0	0	0	0	6	2	1	2	55	0	15	7	19	36
ESM718U9_P	3568	0	0	0	0	0	0	0	0	0	0	0	0	0	2356	0	51	1353	159	100	392	2	0	0	0	0	67	0	36	0	0	0	0	0	0	0	0	17	0	15	0	0	0	0	0	57	0	0	0	1219	0	0	0	0	0	0	0	330	21	0	0	0	0	0	0	0	0	16	0	0	0	109	54	0	18	0	0	0	0	0	2	0	0	0	0	0	0	0	11	0	0	0	38	8
PSM7J1BN_P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	9113	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	390	0	65	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	173
PSM7J1CK_P	0	0	0	0	0	0	11	0	0	0	0	0	27	65	0	958	398	2222	0	955	2284	0	21	1	4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	15	0	4	22	0	0	0	1	16	48	16	376	0	115	1094	0	0	0	0	0	0	39	0	32	0	0	0	2	73	80	0	0	0	0	1	216	40	0	0	0	1	11	3	0	0	70	757	0	0	0	0
